,City,Approx. Latitude,Approx. Longitude
584,hirara,27.331581932356258,124.58563955750418
585,svetlogorsk,67.13712784862082,88.79229836123409
586,miraflores,-0.7871004506254167,-72.25658793399056
587,houma,25.63799139541581,-91.38353745819138
588,puerto ayacucho,5.6003471347983265,-67.45324279854528
589,erenhot,44.5126279473852,113.12202580116042
590,namikupa,-11.36318386729937,39.81582415294463
591,braslav,55.54404601943298,26.821942402790654
592,roald,71.62908531066142,0.25298291071899826
593,lesnoy,60.27624853132758,52.241561027585675
